answer_original,answer in french,original prompt,prompt in french,masked prompt in french
"The first $66$ digits are $33$ two-digit integers.  The first $33$ integers written are $50$ to $18$.  Thus the $67^{\text{th}}$ digit is the first digit of $17$, which is $\boxed{1}$.","Les premiers nombres de 66 $ sont des nombres entiers de 33 $ à deux chiffres. Les premiers nombres entiers de 33 $ sont de 50 $ à 18 $. Ainsi, le chiffre de 67 $ est le premier chiffre de 17 $, qui est $\boxed{1}$.","If the consecutive integers from $50$ to $1$ were written as $$5049484746...,$$ what would be the $67^{\text{th}}$ digit to be written? Answer: The first $66$ digits are $33$ two-digit integers.  The first $33$ integers written are $50$ to $18$.  Thus the $67^{\text{th}}$ digit is the first digit of $17$, which is $\boxed{1}$..","Si les entiers consécutifs de 50 $ à 1 $ ont été écrits comme 5049484746 $..., $$ quel serait le 67^$ {texte {th}} $ chiffre à écrire? Réponse: Les premiers nombres de 66 $ sont des nombres entiers de 33 $ à deux chiffres. Les premiers nombres entiers de 33 $ sont de 50 $ à 18 $. Ainsi, le chiffre de 67 $ est le premier chiffre de 17 $, qui est $\boxed{1}$..","Si les entiers consécutifs de 50 $ à 1 $ ont été écrits comme 5049484746 $..., $$ quel serait le 67^$ {texte {th}} $ chiffre à écrire? Réponse:"
"We first find the areas of the triangles under $l$ and $m$ and in the first quadrant. From $l$'s equation, we find that at $x = 6$, $y = 0$. From $m$, we find that at $x = \frac{3}{2}$, we find that $y = 0$.

We then find the areas using the formula for a triangle: $\frac{1}{2}bh$. The area under $l$ is $\frac{1}{2}(6\times 6) = 18$. The area under $m$ is $\frac{1}{2}\left(\frac{3}{2}\times 6\right) = \frac{9}{2}$. Thus, the probability that the point selected will fall between $l$ and $m$ has probability $\frac{18 - \frac{9}{2}}{18} = \frac{27/2}{18} = \frac{3}{4} = 0.75$. Thus, the probability is $\boxed{0.75}$.","Nous trouvons d'abord les zones des triangles sous $l$ et $m$ et dans le premier quadrant. À partir de l'équation de $l$, nous trouvons qu'à $x = 6$, $y = 0$. À partir de $m$, nous trouvons qu'à $x = \frac{3}{2}$, nous trouvons que $y = 0$. Nous trouvons ensuite les zones utilisant la formule pour un triangle: $\frac{1}{2}bh$. La zone sous $l$ est $\frac{1}{2}(6\times 6) = 18$. La zone sous $m$ est $\frac{1}{2}\left(\frac{3}{2}\times 6\right) = \frac{9}{2}$. Ainsi, la probabilité que le point sélectionné tombe entre $l$ et $m$ a une probabilité $\frac{18 - \frac{9}{2}}} {18} = \frac{27/2}{18} = \frac{3}","If two lines $l$ and $m$ have equations $y = -x + 6$, and $y = -4x + 6$, what is the probability that a point randomly selected in the 1st quadrant and below $l$ will fall between $l$ and $m$? Express your answer as a decimal to the nearest hundredth.

[asy]
import cse5; import olympiad;
size(150);
add(grid(8,8));
draw((0,0)--(8,0),linewidth(1.2));
draw((0,0)--(0,8),linewidth(1.2));
label(""$x$"",(8,0),E);
label(""$y$"",(0,8),N);
draw((6,0)--(0,6)--(3/2,0));
label(""$l$"",(6,0)--(0,6),NE);
label(""$m$"",(0,6)--(3/2,0),NE);
[/asy] Answer: We first find the areas of the triangles under $l$ and $m$ and in the first quadrant. From $l$'s equation, we find that at $x = 6$, $y = 0$. From $m$, we find that at $x = \frac{3}{2}$, we find that $y = 0$.

We then find the areas using the formula for a triangle: $\frac{1}{2}bh$. The area under $l$ is $\frac{1}{2}(6\times 6) = 18$. The area under $m$ is $\frac{1}{2}\left(\frac{3}{2}\times 6\right) = \frac{9}{2}$. Thus, the probability that the point selected will fall between $l$ and $m$ has probability $\frac{18 - \frac{9}{2}}{18} = \frac{27/2}{18} = \frac{3}{4} = 0.75$. Thus, the probability is $\boxed{0.75}$..","Si deux lignes $l$ et $m$ ont des équations $y = -x + 6$, et $y = -4x + 6$, quelle est la probabilité qu'un point choisi au hasard dans le 1er quadrant et au-dessous $l$ tombera entre $l$ et $m$? Exprimez votre réponse comme une décimale au centième le plus proche. [asy] importez cse5; importez olympiad; taille(150); ajoutez(grid(8,8); tirage(0,0)--(8,0),linewidth(1.2); tirage(0,0)--(0,8),linewidth(1.2); étiquette(""$x$"",(8,0),E); étiquette(""$y$"",(0,8),N); tirage(6,0)--(0,6)-(3/2,0)); étiquette(""$l$"",(6,0)-(0,6)--(0,6); étiquette(""$m$"",(0,6)-(3/2,0),NE); [/asy] Réponse: Nous trouvons d'abord les zones des triangles sous $l$ et $m$ et dans le premier quadrant. À partir de l'équation de $l$, nous trouvons qu'à $x = 6$, $y = 0$. À partir de $m$, nous trouvons qu'à $x = \frac{3}{2}$, nous trouvons que $y = 0$. Nous trouvons ensuite les zones utilisant la formule pour un triangle: $\frac{1}{2}bh$. La zone sous $l$ est $\frac{1}{2}(6\times 6) = 18$. La zone sous $m$ est $\frac{1}{2}\left(\frac{3}{2}\times 6\right) = \frac{9}{2}$. Ainsi, la probabilité que le point sélectionné tombe entre $l$ et $m$ a une probabilité $\frac{18 - \frac{9}{2}}} {18} = \frac{27/2}{18} = \frac{3}.","Si deux lignes $l$ et $m$ ont des équations $y = -x + 6$, et $y = -4x + 6$, quelle est la probabilité qu'un point choisi au hasard dans le 1er quadrant et au-dessous $l$ tombera entre $l$ et $m$? Exprimez votre réponse comme une décimale au centième le plus proche. [asy] importez cse5; importez olympiad; taille(150); ajoutez(grid(8,8); tirage(0,0)--(8,0),linewidth(1.2); tirage(0,0)--(0,8),linewidth(1.2); étiquette(""$x$"",(8,0),E); étiquette(""$y$"",(0,8),N); tirage(6,0)--(0,6)-(3/2,0)); étiquette(""$l$"",(6,0)-(0,6)--(0,6); étiquette(""$m$"",(0,6)-(3/2,0),NE); [/asy] Réponse:"
"Let us consider the number of three-digit integers that do not contain $3$ and $5$ as digits; let this set be $S$. For any such number, there would be $7$ possible choices for the hundreds digit (excluding $0,3$, and $5$), and $8$ possible choices for each of the tens and ones digits. Thus, there are $7 \cdot 8 \cdot 8 = 448$ three-digit integers without a $3$ or $5$.

Now, we count the number of three-digit integers that just do not contain a $5$ as a digit; let this set be $T$. There would be $8$ possible choices for the hundreds digit, and $9$ for each of the others, giving $8 \cdot 9 \cdot 9 = 648$. By the complementary principle, the set of three-digit integers with at least one $3$ and no $5$s is the number of integers in $T$ but not $S$. There are $648 - 448 = \boxed{200}$ such numbers.","Considérons le nombre d'entiers à trois chiffres qui ne contiennent pas de $3$ et $5$ comme chiffres; que cet ensemble soit $S$. Pour un tel nombre, il y aurait des choix possibles de $7$ pour les centaines de chiffres (sauf $0,3$ et $5$), et des choix possibles de $8$ pour chacun des dix et un chiffres. Ainsi, il y a $7 \cdot 8 \cdot 8 = 448$ d'entiers à trois chiffres sans $3$ ou $5$. Maintenant, nous comptons le nombre d'entiers à trois chiffres qui ne contiennent tout simplement pas de $5$ comme chiffre; que cet ensemble soit $T$. Il y aurait $8$ de choix possibles pour les centaines de chiffres, et $9$ pour chacun des autres, ce qui donne $8 \cdot 9 \cdot 9 = 648$. Selon le principe complémentaire, l'ensemble d'entiers à trois chiffres avec au moins $3$ et pas $5$ est le nombre d'entiers en $T$ mais pas $S$. Il y a $648 - 448 = \boxed{200}","How many positive, three-digit integers contain at least one $3$ as a digit but do not contain a $5$ as a digit? Answer: Let us consider the number of three-digit integers that do not contain $3$ and $5$ as digits; let this set be $S$. For any such number, there would be $7$ possible choices for the hundreds digit (excluding $0,3$, and $5$), and $8$ possible choices for each of the tens and ones digits. Thus, there are $7 \cdot 8 \cdot 8 = 448$ three-digit integers without a $3$ or $5$.

Now, we count the number of three-digit integers that just do not contain a $5$ as a digit; let this set be $T$. There would be $8$ possible choices for the hundreds digit, and $9$ for each of the others, giving $8 \cdot 9 \cdot 9 = 648$. By the complementary principle, the set of three-digit integers with at least one $3$ and no $5$s is the number of integers in $T$ but not $S$. There are $648 - 448 = \boxed{200}$ such numbers..","Combien d'entiers positifs à trois chiffres contiennent au moins un $3$ à titre de chiffre, mais ne contiennent pas un $5$ à titre de chiffre? Réponse: Considérons le nombre d'entiers à trois chiffres qui ne contiennent pas de $3$ et $5$ comme chiffres; que cet ensemble soit $S$. Pour un tel nombre, il y aurait des choix possibles de $7$ pour les centaines de chiffres (sauf $0,3$ et $5$), et des choix possibles de $8$ pour chacun des dix et un chiffres. Ainsi, il y a $7 \cdot 8 \cdot 8 = 448$ d'entiers à trois chiffres sans $3$ ou $5$. Maintenant, nous comptons le nombre d'entiers à trois chiffres qui ne contiennent tout simplement pas de $5$ comme chiffre; que cet ensemble soit $T$. Il y aurait $8$ de choix possibles pour les centaines de chiffres, et $9$ pour chacun des autres, ce qui donne $8 \cdot 9 \cdot 9 = 648$. Selon le principe complémentaire, l'ensemble d'entiers à trois chiffres avec au moins $3$ et pas $5$ est le nombre d'entiers en $T$ mais pas $S$. Il y a $648 - 448 = \boxed{200}.","Combien d'entiers positifs à trois chiffres contiennent au moins un $3$ à titre de chiffre, mais ne contiennent pas un $5$ à titre de chiffre? Réponse:"
"Each game has 5 players. The games that we are counting include Justin, Tim, and 3 of the 8 other players. There are $\binom{8}{3}$ = 56 such match-ups.


Alternatively, There are $\binom{10}{5}$ = 252 different possible match-ups involving 5 of the 10 players. By symmetry, every player plays in exactly half of them, 126 games. In each of the 126 games that Tim plays, he plays with 4 of the other 9 players. Again by symmetry, he plays with each of those 9 players in 4/9 of his games. So he plays against Justin in 4/9 of 126 games, or $\boxed{56}$ games.","Chaque jeu a 5 joueurs. Les jeux que nous comptons incluent Justin, Tim, et 3 des 8 autres joueurs. Il y a $\binom{8}{3}$ = 56 match-ups de ce genre. Alternativement, il y a $\binom{10}{5}$ = 252 match-ups différents possibles impliquant 5 des 10 joueurs. Par symétrie, chaque joueur joue exactement dans la moitié d'entre eux, 126 jeux. Dans chacun des 126 jeux que Tim joue, il joue avec 4 des 9 autres joueurs. Encore par symétrie, il joue avec chacun de ces 9 joueurs dans 4/9 de ses jeux.","Crestwood Elementary School has an active four-square league, consisting of ten players, including Justin and Tim. Each day at recess, the ten players split into two four-square games, each with five players in no relevant order. Over the course of a semester, each possible match-up of five players occurs once. How many times did Justin play in the same game as Tim? Answer: Each game has 5 players. The games that we are counting include Justin, Tim, and 3 of the 8 other players. There are $\binom{8}{3}$ = 56 such match-ups.


Alternatively, There are $\binom{10}{5}$ = 252 different possible match-ups involving 5 of the 10 players. By symmetry, every player plays in exactly half of them, 126 games. In each of the 126 games that Tim plays, he plays with 4 of the other 9 players. Again by symmetry, he plays with each of those 9 players in 4/9 of his games. So he plays against Justin in 4/9 of 126 games, or $\boxed{56}$ games..","Crestwood Elementary School a une ligue de quatre carrés active, composée de dix joueurs, dont Justin et Tim. Chaque jour à la récréation, les dix joueurs se divisent en deux jeux de quatre carrés, chacun avec cinq joueurs dans aucun ordre pertinent. Au cours d'un semestre, chaque match-up possible de cinq joueurs se produit une fois. Combien de fois Justin a-t-il joué dans le même jeu que Tim? Réponse: Chaque jeu a 5 joueurs. Les jeux que nous comptons incluent Justin, Tim, et 3 des 8 autres joueurs. Il y a $\binom{8}{3}$ = 56 match-ups de ce genre. Alternativement, il y a $\binom{10}{5}$ = 252 match-ups différents possibles impliquant 5 des 10 joueurs. Par symétrie, chaque joueur joue exactement dans la moitié d'entre eux, 126 jeux. Dans chacun des 126 jeux que Tim joue, il joue avec 4 des 9 autres joueurs. Encore par symétrie, il joue avec chacun de ces 9 joueurs dans 4/9 de ses jeux..","Crestwood Elementary School a une ligue de quatre carrés active, composée de dix joueurs, dont Justin et Tim. Chaque jour à la récréation, les dix joueurs se divisent en deux jeux de quatre carrés, chacun avec cinq joueurs dans aucun ordre pertinent. Au cours d'un semestre, chaque match-up possible de cinq joueurs se produit une fois. Combien de fois Justin a-t-il joué dans le même jeu que Tim? Réponse:"
"There are 26 choices of letters for each of the first two spots and 10 choices of digits for the next spot. Once the first digit has been chosen, we know whether the second digit must be even or odd. Either way, there are 5 choices for the second digit. There are a total of $26^2 \times 10 \times 5 = \boxed{33,\!800}$ different plates.","Il y a 26 choix de lettres pour chacun des deux premiers points et 10 choix de chiffres pour le prochain point. Une fois le premier chiffre choisi, nous savons si le deuxième chiffre doit être égal ou impair. De toute façon, il y a 5 choix pour le deuxième chiffre. Il y a un total de 26^2 \times 10 \times 5 = \boxed{33,\!800}$ plaques différentes.","How many license plates consist of 2 letters followed by 2 digits, if one of the digits must be odd and the other must be even? Answer: There are 26 choices of letters for each of the first two spots and 10 choices of digits for the next spot. Once the first digit has been chosen, we know whether the second digit must be even or odd. Either way, there are 5 choices for the second digit. There are a total of $26^2 \times 10 \times 5 = \boxed{33,\!800}$ different plates..","Combien de plaques d'immatriculation se composent de 2 lettres suivies de 2 chiffres, si l'un des chiffres doit être impair et l'autre doit être égal? Réponse: Il y a 26 choix de lettres pour chacun des deux premiers points et 10 choix de chiffres pour le prochain point. Une fois le premier chiffre choisi, nous savons si le deuxième chiffre doit être égal ou impair. De toute façon, il y a 5 choix pour le deuxième chiffre. Il y a un total de 26^2 \times 10 \times 5 = \boxed{33,\!800}$ plaques différentes..","Combien de plaques d'immatriculation se composent de 2 lettres suivies de 2 chiffres, si l'un des chiffres doit être impair et l'autre doit être égal? Réponse:"
"To be divisible by 6, a number must have its digits add up to a multiple of 3, and be even.  Therefore, for the hundreds place, the possible digits are $\{5,6,7,8,9\}$, for the tens place the possible digits also are $\{5,6,7,8,9\}$, and for the ones digit, you can only choose from $\{6,8\}$.

First, let us choose 6 for the ones place.  The other two digits must add up to a multiple of 3, making a total of 8 pairs that satisfy that condition: $$\{5,7\}, \{6,6\}, \{6,9\}, \{7,5\}, \{7,8\}, \{8,7\}, \{9,6\}, \{9,9\}.$$

Next, let us choose 8 for the ones place.  The other two digits must be congruent to 1 mod 3, making a total of 8 pairs that satisfy that condition: $$\{5,5\}, \{5,8\}, \{6,7\}, \{7,6\}, \{7,9\}, \{8,5\}, \{8,8\}, \{9,7\}.$$

This makes a total of $\boxed{16}$ numbers.","Pour être divisible par 6, un nombre doit avoir ses chiffres additionner jusqu'à un multiple de 3, et être égal. Par conséquent, pour les centaines d'endroits, les chiffres possibles sont $\{5,6,7,8\}$, pour les dizaines placer aussi les chiffres possibles sont $\{5,6,7,8\}$, et pour les uns, vous ne pouvez choisir que de $\{6,8\}$. D'abord, choisissons 6 pour les uns place. Les deux autres chiffres doivent additionner jusqu'à un multiple de 3, ce qui fait un total de 8 paires qui satisfont à cette condition: $$\{5,7\}, \{6,6\}, \{6,9\}, \{7,5\}, \{7,8\}, \{8,7\}, \{9,6\}, \{9,9\}.$ Suivant, choisissons 8 pour les uns place.","How many positive three-digit integers with each digit greater than 4 are divisible by 6? Answer: To be divisible by 6, a number must have its digits add up to a multiple of 3, and be even.  Therefore, for the hundreds place, the possible digits are $\{5,6,7,8,9\}$, for the tens place the possible digits also are $\{5,6,7,8,9\}$, and for the ones digit, you can only choose from $\{6,8\}$.

First, let us choose 6 for the ones place.  The other two digits must add up to a multiple of 3, making a total of 8 pairs that satisfy that condition: $$\{5,7\}, \{6,6\}, \{6,9\}, \{7,5\}, \{7,8\}, \{8,7\}, \{9,6\}, \{9,9\}.$$

Next, let us choose 8 for the ones place.  The other two digits must be congruent to 1 mod 3, making a total of 8 pairs that satisfy that condition: $$\{5,5\}, \{5,8\}, \{6,7\}, \{7,6\}, \{7,9\}, \{8,5\}, \{8,8\}, \{9,7\}.$$

This makes a total of $\boxed{16}$ numbers..","Combien d'entiers à trois chiffres positifs avec chaque chiffre supérieur à 4 sont divisibles par 6? Réponse: Pour être divisible par 6, un nombre doit avoir ses chiffres additionner jusqu'à un multiple de 3, et être égal. Par conséquent, pour les centaines d'endroits, les chiffres possibles sont $\{5,6,7,8\}$, pour les dizaines placer aussi les chiffres possibles sont $\{5,6,7,8\}$, et pour les uns, vous ne pouvez choisir que de $\{6,8\}$. D'abord, choisissons 6 pour les uns place. Les deux autres chiffres doivent additionner jusqu'à un multiple de 3, ce qui fait un total de 8 paires qui satisfont à cette condition: $$\{5,7\}, \{6,6\}, \{6,9\}, \{7,5\}, \{7,8\}, \{8,7\}, \{9,6\}, \{9,9\}.$ Suivant, choisissons 8 pour les uns place..",Combien d'entiers à trois chiffres positifs avec chaque chiffre supérieur à 4 sont divisibles par 6? Réponse:
"We could solve this problem using casework, but using a little bit of symmetry and complementary probability gives us a more elegant solution. Since each coin flips heads or tails with equal probability, by the principle of symmetry the probability of getting fewer heads than tails is the equal to the probability of getting fewer tails than heads. Additionally, there are only three possible outcomes: getting fewer heads than tails, getting fewer tails than heads, or getting the same number of both. If we let $x$ represent the probability of the first outcome (which is the same as the probability of the second outcome) and $y$ represent the probability of the third outcome, we get the equation $2x + y = 1 \Rightarrow x=\dfrac{1-y}{2}$. So all we need to do is calculate the probability of getting the same number of heads and tails and we can then easily solve for what we want using the principle of complementary probability. Since there are two equally likely outcomes for each flip, there are a total of $2^{10}$ equally likely possible outcomes for flipping the 10 coins. We will have the same number of both heads and tails if we have exactly 5 of each, which we can count by selecting 5 out of the 10 flips to be heads which can occur in $\binom{10}{5}=252$ ways. So $y=\dfrac{252}{1024}=\dfrac{63}{256}$, and substituting that back into our first equation gives us the probability that we want: $x=\boxed{\dfrac{193}{512}}$.","Nous pourrions résoudre ce problème en utilisant le casework, mais en utilisant un peu de symétrie et de probabilité complémentaire nous donne une solution plus élégante. Puisque chaque pièce retourne des têtes ou des queues avec une probabilité égale, par le principe de symétrie la probabilité d'obtenir moins de têtes que les queues est égale à la probabilité d'obtenir moins de queues que les têtes. En outre, il n'y a que trois résultats possibles : obtenir moins de têtes que les queues, obtenir moins de queues que les têtes, ou obtenir le même nombre de deux. Si nous laissons $x$ représenter la probabilité du premier résultat (ce qui est la même que la probabilité du deuxième résultat) et $y$ représenter la probabilité du troisième résultat, nous obtenons l'équation $2x + y = 1 \Rightarrow x=\dfrac{1-y}{2}$. Donc, tout ce que nous devons faire est de calculer la probabilité d'obtenir le même nombre de têtes et de queues}}2 et nous pouvons alors résoudre facilement pour ce que nous voulons utiliser le principe de probabilité complémentaire.","What is the probability that Fatima gets fewer heads than tails if she flips 10 coins? Answer: We could solve this problem using casework, but using a little bit of symmetry and complementary probability gives us a more elegant solution. Since each coin flips heads or tails with equal probability, by the principle of symmetry the probability of getting fewer heads than tails is the equal to the probability of getting fewer tails than heads. Additionally, there are only three possible outcomes: getting fewer heads than tails, getting fewer tails than heads, or getting the same number of both. If we let $x$ represent the probability of the first outcome (which is the same as the probability of the second outcome) and $y$ represent the probability of the third outcome, we get the equation $2x + y = 1 \Rightarrow x=\dfrac{1-y}{2}$. So all we need to do is calculate the probability of getting the same number of heads and tails and we can then easily solve for what we want using the principle of complementary probability. Since there are two equally likely outcomes for each flip, there are a total of $2^{10}$ equally likely possible outcomes for flipping the 10 coins. We will have the same number of both heads and tails if we have exactly 5 of each, which we can count by selecting 5 out of the 10 flips to be heads which can occur in $\binom{10}{5}=252$ ways. So $y=\dfrac{252}{1024}=\dfrac{63}{256}$, and substituting that back into our first equation gives us the probability that we want: $x=\boxed{\dfrac{193}{512}}$..","Quelle est la probabilité que Fatima ait moins de têtes que de queues si elle retourne 10 pièces? Réponse: Nous pourrions résoudre ce problème en utilisant le casework, mais en utilisant un peu de symétrie et de probabilité complémentaire nous donne une solution plus élégante. Puisque chaque pièce retourne des têtes ou des queues avec une probabilité égale, par le principe de symétrie la probabilité d'obtenir moins de têtes que les queues est égale à la probabilité d'obtenir moins de queues que les têtes. En outre, il n'y a que trois résultats possibles : obtenir moins de têtes que les queues, obtenir moins de queues que les têtes, ou obtenir le même nombre de deux. Si nous laissons $x$ représenter la probabilité du premier résultat (ce qui est la même que la probabilité du deuxième résultat) et $y$ représenter la probabilité du troisième résultat, nous obtenons l'équation $2x + y = 1 \Rightarrow x=\dfrac{1-y}{2}$. Donc, tout ce que nous devons faire est de calculer la probabilité d'obtenir le même nombre de têtes et de queues}}2 et nous pouvons alors résoudre facilement pour ce que nous voulons utiliser le principe de probabilité complémentaire..",Quelle est la probabilité que Fatima ait moins de têtes que de queues si elle retourne 10 pièces? Réponse:
"From Pascal's identity $\binom{n-1}{k-1}+\binom{n-1}{k}=\binom{n}{k}$.

Therefore, we have $\binom{26}{13}+\binom{26}{14}=\binom{27}{14}$, so $n=14$.

We know that $\binom{27}{14}=\binom{27}{27-14}=\binom{27}{13}$.

We use Pascal's identity again to get $\binom{26}{13}+\binom{26}{12}=\binom{27}{13}$, so $n=12$.

There are two values for $n$, $12$ and $14$, so the sum is $12+14=\boxed{26}$.","À partir de l'identité de Pascal $\binom{n-1}{k-1}+\binom{n-1}{k}=\binom{n}{k}$. Par conséquent, nous avons $\binom{26}{13}+\binom{26}{14}=\binom{27}{14}$, donc $n=14$. Nous savons que $\binom{27}{14}=\binom{27}{27-14}=\binom{27}{13}$. Nous utilisons à nouveau l'identité de Pascal pour obtenir $\binom{26}{13}+\binom{26}{12}=\binom{27}{13}$, donc $n=12$. Il y a deux valeurs pour $n$, $12$ et $14$, donc la somme est 12+14=\boxed{26}$.","What is the sum of all integer values $n$ for which $\binom{26}{13}+\binom{26}{n}=\binom{27}{14}$? Answer: From Pascal's identity $\binom{n-1}{k-1}+\binom{n-1}{k}=\binom{n}{k}$.

Therefore, we have $\binom{26}{13}+\binom{26}{14}=\binom{27}{14}$, so $n=14$.

We know that $\binom{27}{14}=\binom{27}{27-14}=\binom{27}{13}$.

We use Pascal's identity again to get $\binom{26}{13}+\binom{26}{12}=\binom{27}{13}$, so $n=12$.

There are two values for $n$, $12$ and $14$, so the sum is $12+14=\boxed{26}$..","Quelle est la somme de toutes les valeurs entières $n$ pour lesquelles $\binom{26}{13}+\binom{26}{n}=\binom{27}{14}$? Réponse: À partir de l'identité de Pascal $\binom{n-1}{k-1}+\binom{n-1}{k}=\binom{n}{k}$. Par conséquent, nous avons $\binom{26}{13}+\binom{26}{14}=\binom{27}{14}$, donc $n=14$. Nous savons que $\binom{27}{14}=\binom{27}{27-14}=\binom{27}{13}$. Nous utilisons à nouveau l'identité de Pascal pour obtenir $\binom{26}{13}+\binom{26}{12}=\binom{27}{13}$, donc $n=12$. Il y a deux valeurs pour $n$, $12$ et $14$, donc la somme est 12+14=\boxed{26}$..",Quelle est la somme de toutes les valeurs entières $n$ pour lesquelles $\binom{26}{13}+\binom{26}{n}=\binom{27}{14}$? Réponse:
"For positive integers $n$ greater than 4, $n!$ is divisible by 15.  Therefore, all the terms beyond $1!+2!+3!+4!$ do not affect the remainder of the sum when it is divided by 15.  The remainder when $1!+2!+3!+4!=33$ is divided by 15 is $\boxed{3}$.","Pour les entiers positifs $n$ supérieur à 4, $n!$ est divisible par 15. Par conséquent, tous les termes au-delà de $1!+2!+3!+4!$ n'affectent pas le reste de la somme quand il est divisé par 15. Le reste quand $1!+2!+3!+4!=33$ est divisé par $\boxed{3}$.","If the sum of $1! + 2! + 3! + \cdots + 49! + 50!$ is divided by $15$, what is the remainder? Answer: For positive integers $n$ greater than 4, $n!$ is divisible by 15.  Therefore, all the terms beyond $1!+2!+3!+4!$ do not affect the remainder of the sum when it is divided by 15.  The remainder when $1!+2!+3!+4!=33$ is divided by 15 is $\boxed{3}$..","Si la somme de 1$! + 2! + 3! + \cdots + 49! + 50!$ est divisée par 15$, quel est le reste? Réponse: Pour les entiers positifs $n$ supérieur à 4, $n!$ est divisible par 15. Par conséquent, tous les termes au-delà de $1!+2!+3!+4!$ n'affectent pas le reste de la somme quand il est divisé par 15. Le reste quand $1!+2!+3!+4!=33$ est divisé par $\boxed{3}$..","Si la somme de 1$! + 2! + 3! + \cdots + 49! + 50!$ est divisée par 15$, quel est le reste? Réponse:"
"The units digit of $1!$ is $1$, the units digit of $2!$ is $2$, the units digit of $3!$ is $6$, the units digit of $4! = 24$ is $4$, and the units digit of $5! = 120$ is $0$.  For all $n \ge 5$, $n!$ is a multiple of $5!$, which is a multiple of 10, so all for all $n \ge 5$, the units digit of $n!$ is 0.  This means that the units digit of the sum $1! + 2! + 3! + 4! + 5! + \cdots + 1000!$ is just the units digit of $1 + 2 + 6 + 4 + 0 + \cdots + 0 = 13$, so the answer is $\boxed{3}$.","Le chiffre des unités de 1$!$ est $1$, le chiffre des unités de 2$!$ est $2$, le chiffre des unités de 3$!$ est $6$, le chiffre des unités de 4$! = 24$ est $4$, et le chiffre des unités de 5$! = 120$ est $0. Pour tous $n \ge 5$, $n!$ est un multiple de $5!$, qui est un multiple de $5!$, donc tout pour tous $n \ge 5$, le chiffre des unités de $n!$ est 0. Cela signifie que le chiffre des unités de la somme $1! + 2! + 3! + 4! + 5! + \cdots + 1000!$ est juste le chiffre des unités de $1 + 2 + 6 + 4 + 0 + \cdots + 0 = 13$, donc la réponse est $\boxed{3}$.","What is the units digit of the sum $1! + 2! + 3! + 4! + 5! + \cdots + 1000!$? Answer: The units digit of $1!$ is $1$, the units digit of $2!$ is $2$, the units digit of $3!$ is $6$, the units digit of $4! = 24$ is $4$, and the units digit of $5! = 120$ is $0$.  For all $n \ge 5$, $n!$ is a multiple of $5!$, which is a multiple of 10, so all for all $n \ge 5$, the units digit of $n!$ is 0.  This means that the units digit of the sum $1! + 2! + 3! + 4! + 5! + \cdots + 1000!$ is just the units digit of $1 + 2 + 6 + 4 + 0 + \cdots + 0 = 13$, so the answer is $\boxed{3}$..","Quel est le chiffre unitaire de la somme $1! + 2! + 3! + 4! + 5! + \cdots + 1000!$? Réponse: Le chiffre des unités de 1$!$ est $1$, le chiffre des unités de 2$!$ est $2$, le chiffre des unités de 3$!$ est $6$, le chiffre des unités de 4$! = 24$ est $4$, et le chiffre des unités de 5$! = 120$ est $0. Pour tous $n \ge 5$, $n!$ est un multiple de $5!$, qui est un multiple de $5!$, donc tout pour tous $n \ge 5$, le chiffre des unités de $n!$ est 0. Cela signifie que le chiffre des unités de la somme $1! + 2! + 3! + 4! + 5! + \cdots + 1000!$ est juste le chiffre des unités de $1 + 2 + 6 + 4 + 0 + \cdots + 0 = 13$, donc la réponse est $\boxed{3}$..",Quel est le chiffre unitaire de la somme $1! + 2! + 3! + 4! + 5! + \cdots + 1000!$? Réponse:
